Fri Jul 05 2024 09:02:25 GMT+0800 (台北標準時間),濕度,45
Fri Jul 05 2024 09:02:25 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:02:37 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:02:37 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:02:37 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:02:51 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:02:51 GMT+0800 (台北標準時間),濕度,44
Fri Jul 05 2024 09:02:51 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:03:04 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:03:04 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:03:04 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:03:16 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:03:16 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:03:16 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:03:28 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:03:28 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:03:28 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:03:39 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:03:39 GMT+0800 (台北標準時間),濕度,44
Fri Jul 05 2024 09:03:39 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:03:54 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:03:54 GMT+0800 (台北標準時間),濕度,44
Fri Jul 05 2024 09:03:54 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:04:08 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:04:08 GMT+0800 (台北標準時間),濕度,44
Fri Jul 05 2024 09:04:08 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:04:20 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:04:20 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:04:20 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:04:33 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:04:33 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:04:33 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:04:46 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:04:46 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:04:46 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:05:02 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:05:02 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:05:02 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:05:15 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:05:15 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:05:15 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:05:26 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:05:26 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:05:26 GMT+0800 (台北標準時間),亮度,56
Fri Jul 05 2024 09:05:43 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:05:43 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:05:43 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:05:54 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:05:54 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:05:54 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:06:07 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:06:07 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:06:07 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:06:18 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:06:18 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:06:18 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:06:30 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:06:30 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:06:30 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:06:46 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:06:46 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:06:46 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:06:57 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:06:57 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:06:57 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:07:10 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:07:10 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:07:10 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:07:30 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:07:30 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:07:30 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:07:50 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:07:50 GMT+0800 (台北標準時間),濕度,43
Fri Jul 05 2024 09:07:50 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:08:01 GMT+0800 (台北標準時間),溫度,29
Fri Jul 05 2024 09:08:01 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:08:01 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:08:12 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:08:12 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:08:12 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:08:28 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:08:28 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:08:28 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:08:48 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:08:48 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:08:48 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:09:08 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:09:08 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:09:08 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:09:19 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:09:19 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:09:19 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:09:34 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:09:35 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:09:35 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:09:47 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:09:47 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:09:47 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:09:58 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:09:58 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:09:58 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:10:09 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:10:09 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:10:09 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:10:22 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:10:22 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:10:22 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:10:32 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:10:32 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:10:32 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:10:43 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:10:43 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:10:43 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:11:00 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:11:00 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:11:00 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:11:13 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:11:13 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:11:13 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:11:27 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:11:27 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:11:27 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:11:40 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:11:40 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:11:40 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:11:51 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:11:51 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:11:51 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:12:03 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:12:03 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:12:03 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:12:16 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:12:16 GMT+0800 (台北標準時間),濕度,42
Fri Jul 05 2024 09:12:16 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:12:32 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:12:32 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:12:32 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:12:49 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:12:49 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:12:49 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:13:10 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:13:10 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:13:10 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:13:26 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:13:26 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:13:26 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:13:37 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:13:37 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:13:37 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:13:50 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:13:50 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:13:50 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:14:02 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:14:02 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:14:02 GMT+0800 (台北標準時間),亮度,49
Fri Jul 05 2024 09:14:13 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:14:13 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:14:13 GMT+0800 (台北標準時間),亮度,46
Fri Jul 05 2024 09:14:24 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:14:24 GMT+0800 (台北標準時間),濕度,41
Fri Jul 05 2024 09:14:24 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:14:35 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:14:35 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:14:35 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:14:53 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:14:53 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:14:53 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:15:07 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:15:07 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:15:07 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:15:21 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:15:21 GMT+0800 (台北標準時間),濕度,39
Fri Jul 05 2024 09:15:21 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:15:32 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:15:32 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:15:32 GMT+0800 (台北標準時間),亮度,50
Fri Jul 05 2024 09:15:45 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:15:45 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:15:45 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:15:59 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:16:00 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:16:00 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:16:17 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:16:17 GMT+0800 (台北標準時間),濕度,39
Fri Jul 05 2024 09:16:17 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:16:30 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:16:30 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:16:30 GMT+0800 (台北標準時間),亮度,56
Fri Jul 05 2024 09:16:42 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:16:42 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:16:42 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:16:53 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:16:53 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:16:53 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:17:05 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:17:05 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:17:05 GMT+0800 (台北標準時間),亮度,51
Fri Jul 05 2024 09:17:17 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:17:17 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:17:17 GMT+0800 (台北標準時間),亮度,53
Fri Jul 05 2024 09:17:29 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:17:29 GMT+0800 (台北標準時間),濕度,39
Fri Jul 05 2024 09:17:29 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:17:39 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:17:39 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:17:39 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:17:57 GMT+0800 (台北標準時間),溫度,28
Fri Jul 05 2024 09:17:57 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:17:57 GMT+0800 (台北標準時間),亮度,55
Fri Jul 05 2024 09:18:10 GMT+0800 (台北標準時間),溫度,27
Fri Jul 05 2024 09:18:10 GMT+0800 (台北標準時間),濕度,39
Fri Jul 05 2024 09:18:10 GMT+0800 (台北標準時間),亮度,54
Fri Jul 05 2024 09:18:26 GMT+0800 (台北標準時間),溫度,27
Fri Jul 05 2024 09:18:26 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:18:26 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:18:37 GMT+0800 (台北標準時間),溫度,27
Fri Jul 05 2024 09:18:37 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:18:37 GMT+0800 (台北標準時間),亮度,52
Fri Jul 05 2024 09:18:47 GMT+0800 (台北標準時間),溫度,27
Fri Jul 05 2024 09:18:47 GMT+0800 (台北標準時間),濕度,40
Fri Jul 05 2024 09:18:47 GMT+0800 (台北標準時間),亮度,50
